date,ticker,direction,score,confidence,price_at_rec,entry_stock,stop_stock,tp1_stock,tp2_stock,tp3_stock,expiry,premium,strike,iv,dte_num,rec_kind,entry_chased,setup_pct,wait_tier,scanned_at,premium_quality,premium_quality_note,bs_fair_price,opt_bid,opt_ask,spread_pct,oi,tp1_rr_live,chase_pct,spy_regime,rec_note,entry_hit,entry_hit_date,exit_date,exit_stock,exit_premium,exit_premium_source,status,result_pct,option_pnl_pct,days_to_entry,days_held,mfe_pct,mae_pct,hold_expiry_pct,expiry_premium,expiry_premium_source,option_pnl_expiry_pct,data_quality,data_quality_note
2026-07-28,SNXX,PUT,12,46,7.99,9.83,14.82,7.23,1.21,-3.78,2026-08-07,,,,,,,,,,,,,,,,,,,,,True,2026-07-28,2026-07-29,7.23,,estimate,tp1_hit,26.45,,0,1,33.27,0.0,7.32,,intrinsic,,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-28,INTC,PUT,15,56,86.19,85.84,94.04,83.1,71.67,63.46,2026-08-03,,,,,,,,,,,,,,,,,,,,,True,2026-07-28,2026-07-29,83.1,,estimate,tp1_hit,3.19,,0,1,4.72,3.06,-6.01,,intrinsic,,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-28,KORU,PUT,14,52,14.52,15.65,19.53,13.2,8.96,5.08,2026-08-07,,,,,,,,,,,,,,,,,,,,,True,2026-07-28,2026-07-29,13.2,,estimate,tp1_hit,15.65,,0,1,25.56,0.0,-10.93,,intrinsic,,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-28,AMD,PUT,12,46,457.71,463.65,505.9,442.27,390.67,348.42,2026-08-03,,,,,,,,,,,,,,,,,,,,,True,2026-07-28,2026-07-29,442.27,,estimate,tp1_hit,4.61,,0,1,8.55,1.96,-4.53,,intrinsic,,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-28,TSLA,CALL,16,56,$310.25,310.03,292.16,321.62,342.11,380.17,2026-08-03,1.65,300.0,0.3389,0.0,,,,,,,,,,,,,,,,,True,2026-07-28,2026-08-03,321.62,22.1,market,tp1_hit,3.74,1239.39,0,6,4.72,4.08,3.89,22.1,market,1239.39,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-07-28,CLF,CALL,14,61,12.18,12.23,11.55,12.61,12.92,13.41,2026-08-07,,,,,,,,,,,,,,,,,,,,,True,2026-07-28,2026-07-29,11.55,,estimate,stop_hit,-5.56,,0,1,1.96,9.24,0.25,,intrinsic,,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-28,SOXL,PUT,13,49,108.93,109.37,136.43,101.53,62.63,35.57,2026-08-07,,,,,,,,,,,,,,,,,,,,,True,2026-07-28,2026-07-29,101.53,,estimate,tp1_hit,7.17,,0,1,16.34,5.1,-28.23,,intrinsic,,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-28,CRMG,CALL,9,45,5.43,5.08,4.57,5.75,5.98,6.33,2026-08-21,,,,,,,,,,,,,,,,,,,,,True,2026-07-28,2026-07-29,5.75,,estimate,tp1_hit,13.19,,0,1,14.76,0.59,,,estimate,,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-28,GLWG,NEUTRAL,12,46,9.2,11.64,14.91,7.82,5.99,2.71,2026-08-21,,,,,,,,,,,,,,,,,,,,,True,2026-07-28,2026-08-04,14.91,,estimate,stop_hit,-28.09,,0,7,32.82,38.32,,,estimate,,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-29,KORU,PUT,13,46,13.27,15.65,19.53,13.13,8.95,5.07,2026-08-07,,,,,,,,,,,,,,,,,,,,,True,2026-07-29,2026-07-29,13.13,,estimate,tp1_hit,16.1,,0,0,25.56,0.0,-10.93,,intrinsic,,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-29,F,CALL,17,71,16.01,16.07,15.53,16.36,16.61,17.06,2026-08-07,,,,,,,,,,,,,,,,,,,,,True,2026-07-29,2026-07-29,15.53,,estimate,stop_hit,-3.36,,0,0,1.37,5.66,-13.01,,intrinsic,,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-29,SPY,PUT,12,46,$735.70,735.7,743.55,727.14,722.14,714.29,2026-08-05,2.12,733.0,0.1886,0.0,,,,,,,,,,,,,,,,,True,2026-07-29,2026-07-31,743.55,0.67,market,stop_hit,-1.07,-68.4,0,2,0.9,1.79,-4.63,0.01,market,-99.53,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-07-29,CORZ,PUT,14,52,19.05,19.05,20.92,17.01,15.83,13.96,2026-08-07,,,,,,,,,,,,,,,,,,,,,True,2026-07-29,2026-07-30,20.92,,estimate,stop_hit,-9.82,,0,1,5.96,18.37,-10.29,,intrinsic,,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-29,SMCI,PUT,14,52,$26.88,26.88,29.21,26.74,22.85,20.52,2026-08-07,,,,,,,,,,,,,,,,,,,,,True,2026-07-29,2026-07-29,26.74,,estimate,tp1_hit,0.52,,0,0,4.46,4.43,-15.81,,intrinsic,,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-29,APLD,PUT,12,46,24.12,24.12,26.84,21.16,19.43,16.71,2026-08-07,,,,,,,,,,,,,,,,,,,,,True,2026-07-29,2026-07-30,26.84,,estimate,stop_hit,-11.28,,0,1,4.93,18.41,-21.14,,intrinsic,,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-29,SQQQ,CALL,17,71,$48.18,48.18,45.6,49.82,50.99,52.8,2026-08-07,1.63,48.5,0.9873,2.0,,,,,,,,,,,,,,,,,True,2026-07-29,2026-07-30,45.6,0.95,market,stop_hit,-5.35,-41.72,0,1,2.8,8.26,-22.37,0.01,market,-99.39,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-07-29,NVDA,PUT,22,76,$191.64,191.64,200.19,182.31,176.87,168.33,2026-07-29,1.61,192.5,0.2568,0.0,,,,,,,,,,,,,,,,,True,2026-07-29,2026-07-29,190.01,2.49,intrinsic,expired,0.85,54.66,0,0,0.85,2.83,0.85,2.49,intrinsic,54.66,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-07-29,DRAM,PUT,21,73,45.2,45.2,50.58,39.33,35.9,30.52,2026-07-31,1.75,45.0,1.1221,2.0,,,,,,,,,,,,,,,,,True,2026-07-29,2026-07-30,50.58,0.0243,estimate,stop_hit,-11.9,-98.61,0,1,1.77,15.8,-11.44,0.0,intrinsic,-100.0,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-29,SNXX,PUT,16,56,7.3,7.02,11.68,2.36,-1.03,-5.69,2026-07-31,2.92,10.0,3.3516,2.0,,,,,,,,,,,,,,,,,True,2026-07-29,2026-07-31,11.68,0,intrinsic,stop_hit,-66.38,-100.0,0,2,6.55,77.35,-33.05,0.66,intrinsic,-77.4,partial,قيمة ذاتية بدون حالة انتهاء
2026-07-29,AMD,PUT,16,56,$448.00,435.61,477.16,394.06,363.84,322.28,2026-07-29,2.06,447.5,0.2722,0.0,,,,,,,,,,,,,,,,,True,2026-07-29,2026-07-29,429.56,17.94,intrinsic,expired,1.39,770.87,0,0,2.66,4.96,1.39,17.94,intrinsic,770.87,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-07-30,GLW,CALL,18,63,131.2,128.58,120.7,148.69,157.4,164.5,2026-07-31,2.06,130.0,0.125,1.0,,,,,,,,,,,,,,,,,True,2026-07-30,2026-07-31,138.25,8.25,intrinsic,expired,4.08,300.49,0,1,14.33,0.0,7.52,8.25,intrinsic,300.49,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-07-30,SMCI,PUT,25,89,$26.77,26.77,27.33,25.99,25.21,24.21,2026-07-31,1.65,27.0,0.0,1.0,,,,,,,,,,,,,,,,,True,2026-07-30,2026-07-30,27.33,0.0979,estimate,stop_hit,-2.09,-94.07,0,0,0.45,5.23,-6.09,0.0,intrinsic,-100.0,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-30,MSFT,CALL,21,88,437.97,433.16,429.55,452.42,463.98,478.43,2026-07-31,1.31,437.5,0.0,1.0,,,,,,,,,,,,,,,,,True,2026-07-30,2026-07-31,452.42,14.92,intrinsic,tp1_hit,4.45,1038.93,0,1,7.78,0.17,7.29,27.22,intrinsic,1977.86,partial,قيمة ذاتية بدون حالة انتهاء
2026-07-30,INTC,CALL,25,86,87.81,87.81,85.8,90.46,94.98,98.77,2026-07-31,0.81,88.0,0.0,1.0,,,,,,,,,,,,,,,,,True,2026-07-30,2026-07-30,90.46,2.5536,estimate,tp1_hit,3.02,215.26,0,0,7.16,2.1,2.72,2.2,intrinsic,171.6,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-30,CORZ,PUT,19,74,21.98,21.98,22.47,21.29,20.6,19.71,2026-07-31,2.89,22.0,0.0078,1.0,,,,,,,,,,,,,,,,,True,2026-07-30,2026-07-31,21.29,0.71,intrinsic,tp1_hit,3.14,-75.43,0,1,10.42,4.64,5.73,1.28,intrinsic,-55.71,partial,قيمة ذاتية بدون حالة انتهاء
2026-07-30,MARA,CALL,19,66,11.69,11.69,11.42,12.07,12.54,13.16,2026-07-31,0.62,11.5,1.4922,1.0,,,,,,,,,,,,,,,,,True,2026-07-30,2026-07-31,11.42,0,intrinsic,stop_hit,-2.31,-100.0,0,1,3.25,9.58,-3.17,0.0,intrinsic,-100.0,partial,قيمة ذاتية بدون حالة انتهاء
2026-07-30,APLD,CALL,18,63,27.58,27.58,26.82,28.56,29.54,30.81,2026-07-31,1.44,27.5,1.6152,1.0,,,,,,,,,,,,,,,,,True,2026-07-30,2026-07-31,27.39,0,intrinsic,expired,-0.69,-100.0,0,1,9.64,8.12,-0.69,0.0,intrinsic,-100.0,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-07-30,WULF,CALL,17,59,17.52,17.52,17.06,18.16,18.84,19.75,2026-07-31,0.68,17.5,1.2656,1.0,,,,,,,,,,,,,,,,,True,2026-07-30,2026-07-31,17.66,0.16,intrinsic,expired,0.8,-76.47,0,1,8.22,6.51,0.8,0.16,intrinsic,-76.47,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-07-30,NVDA,PUT,25,89,$196.22,196.22,198.23,193.52,190.82,187.35,2026-07-31,1.68,195.0,0.4014,1.0,,,,,,,,,,,,,,,,,True,2026-07-30,2026-07-31,198.23,0,intrinsic,stop_hit,-1.02,-100.0,0,1,2.4,2.95,-2.31,0.0,intrinsic,-100.0,partial,قيمة ذاتية بدون حالة انتهاء
2026-07-30,SQQQ,PUT,12,55,44.59,44.59,45.51,43.22,42.11,40.76,2026-07-31,0.76,44.5,0.6094,1.0,,,,,,,,,,,,,,,,,True,2026-07-30,2026-07-31,43.73,0.77,intrinsic,expired,1.93,1.32,0,1,5.32,5.07,1.93,0.77,intrinsic,1.32,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-07-30,DRAM,PUT,22,79,50.58,50.58,51.94,48.81,47.04,44.76,2026-07-31,1.71,50.5,1.1025,1.0,,,,,,,,,,,,,,,,,True,2026-07-30,2026-07-30,51.94,0.5938,estimate,stop_hit,-2.69,-65.27,0,0,5.24,3.48,0.42,0.13,intrinsic,-92.4,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-30,CRWV,CALL,19,66,73.77,73.77,71.98,76.17,79.31,85.19,2026-07-31,2.22,74.0,1.1328,1.0,,,,,,,,,,,,,,,,,True,2026-07-30,2026-07-31,71.98,0,intrinsic,stop_hit,-2.43,-100.0,0,1,6.41,8.43,-2.71,0.0,intrinsic,-100.0,partial,قيمة ذاتية بدون حالة انتهاء
2026-07-30,KORU,PUT,20,72,15.08,15.08,16.0,13.79,11.65,7.96,2026-07-31,1.02,15.0,2.4414,1.0,,,,,,,,,,,,,,,,,True,2026-07-30,2026-07-30,16.0,0.3874,estimate,stop_hit,-6.1,-62.02,0,0,7.56,8.42,0.6,0.01,intrinsic,-99.02,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-30,CVNA,PUT,16,59,58.26,59.43,61.29,56.16,52.78,48.55,2026-07-31,0.92,58.0,0.5996,1.0,,,,,,,,,,,,,,,,,True,2026-07-30,2026-07-30,61.29,0.0293,estimate,stop_hit,-3.13,-96.82,0,0,5.57,3.65,-4.93,0.0,intrinsic,-100.0,partial,سعر عقد تقديري — للمراجعة فقط
2026-07-31,EWY,CALL,18,63,163.6,163.6,160.91,167.37,172.08,177.47,2026-07-31,2.35,164.0,0.0625,0.0,,,,,,,,,,,,,,,,,True,2026-07-31,2026-07-31,160.91,0,intrinsic,stop_hit,-1.64,-100.0,0,0,1.49,4.39,-3.97,0.0,intrinsic,-100.0,partial,قيمة ذاتية بدون حالة انتهاء
2026-07-31,AMZN,CALL,15,65,262.8,257.54,248.71,269.75,275.31,282.26,2026-07-31,1.85,262.5,0.5,0.0,,,,,,,,,,,,,,,,,True,2026-07-31,2026-07-31,269.75,7.25,intrinsic,tp1_hit,4.74,291.89,0,0,6.09,0.0,5.45,9.08,intrinsic,390.81,partial,قيمة ذاتية بدون حالة انتهاء
2026-07-31,INTC,CALL,19,66,95.66,95.66,93.69,98.42,101.18,104.99,2026-07-31,0.54,96.0,0.0156,0.0,,,,,,,,,,,,,,,,,True,2026-07-31,2026-07-31,93.69,0,intrinsic,stop_hit,-2.06,-100.0,0,0,2.34,5.78,-5.71,0.0,intrinsic,-100.0,partial,قيمة ذاتية بدون حالة انتهاء
2026-07-31,DRAM,CALL,17,59,53.51,53.51,52.19,55.22,58.51,60.95,2026-07-31,0.91,53.5,0.0,0.0,,,,,,,,,,,,,,,,,True,2026-07-31,2026-07-31,52.19,0,intrinsic,stop_hit,-2.47,-100.0,0,0,3.63,6.07,-5.87,0.0,intrinsic,-100.0,partial,قيمة ذاتية بدون حالة انتهاء
2026-07-31,WULF,PUT,16,59,18.24,18.24,18.69,17.61,16.98,16.17,2026-07-31,0.6,18.0,0.0625,0.0,,,,,,,,,,,,,,,,,True,2026-07-31,2026-07-31,17.66,0.34,intrinsic,expired,3.18,-43.33,0,0,4.06,3.95,3.18,0.34,intrinsic,-43.33,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-07-31,CIFR,CALL,14,64,23.07,23.07,22.35,24.07,25.07,26.36,2026-07-31,0.6,23.0,0.0313,0.0,,,,,,,,,,,,,,,,,True,2026-07-31,2026-07-31,22.35,0,intrinsic,stop_hit,-3.12,-100.0,0,0,6.33,5.46,-3.25,0.0,intrinsic,-100.0,partial,قيمة ذاتية بدون حالة انتهاء
2026-07-31,SNXX,CALL,17,59,10.27,10.27,9.33,11.58,12.89,14.87,2026-07-31,2.1,10.0,9.7266,0.0,,,,,,,,,,,,,,,,,True,2026-07-31,2026-07-31,9.34,0,intrinsic,expired,-9.06,-100.0,0,0,21.23,13.24,-9.06,0.0,intrinsic,-100.0,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-07-31,AAPL,PUT,15,56,302.3,306.41,308.88,300.33,292.43,282.55,2026-07-31,1.29,302.5,0.2009,0.0,,,,,,,,,,,,,,,,,True,2026-07-31,2026-07-31,308.6438,0,intrinsic,expired,-0.73,-100.0,0,0,2.18,1.31,-0.73,0.0,intrinsic,-100.0,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-07-31,SPY,CALL,13,61,$745.22,745.22,743.17,748.73,752.02,756.13,2026-07-31,2.75,742.0,0.0,0.0,,,,,,,,,,,,,,,,,True,2026-07-31,2026-07-31,747.03,5.03,intrinsic,expired,0.24,82.91,0,0,0.49,1.01,0.24,5.03,intrinsic,82.91,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-07-31,NVDA,CALL,19,66,$198.63,198.63,196.75,201.26,204.59,208.34,2026-07-31,1.06,197.5,0.0908,0.0,,,,,,,,,,,,,,,,,True,2026-07-31,2026-07-31,200.75,3.25,intrinsic,expired,1.07,206.6,0,0,1.7,1.85,1.07,3.25,intrinsic,206.6,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-07-31,MSFT,CALL,20,84,$460.83,451.62,447.11,464.8,477.83,494.11,2026-07-31,2.25,460.0,0.1594,0.0,,,,,,,,,,,,,,,,,True,2026-07-31,2026-07-31,464.72,4.72,intrinsic,expired,2.9,109.78,0,0,3.37,0.51,2.9,4.72,intrinsic,109.78,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-07-31,GOOG,CALL,19,78,$355.51,355.51,352.23,360.08,364.98,371.51,2026-07-31,1.36,355.0,0.1436,0.0,,,,,,,,,,,,,,,,,True,2026-07-31,2026-07-31,356.65,1.65,intrinsic,expired,0.32,21.32,0,0,0.95,4.6,0.32,1.65,intrinsic,21.32,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-03,AMZN,CALL,23,94,279.0,279.0,276.55,282.38,289.89,299.56,2026-08-07,2.48,280.0,0.0,4.0,,,,,,,,,,,,,,,,,True,2026-08-03,2026-08-03,282.38,7.21,market,tp1_hit,1.21,190.73,0,0,2.94,0.36,-1.62,0.01,market,-99.6,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-03,SQQQ,CALL,18,78,43.93,43.93,43.2,44.86,45.79,46.99,2026-08-07,1.5,44.0,0.0,4.0,,,,,,,,,,,,,,,,,True,2026-08-03,2026-08-03,43.2,0.44,market,stop_hit,-1.66,-70.67,0,0,0.52,6.31,-14.86,0.01,market,-99.33,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-03,MSFT,CALL,17,71,488.73,478.96,472.4,506.05,519.91,537.23,2026-08-07,1.3,490.0,0.0078,4.0,,,,,,,,,,,,,,,,,True,2026-08-03,2026-08-07,499.99,11.0,market,expired,4.39,746.15,0,4,5.47,0.83,4.39,11.0,market,746.15,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-03,SNXX,CALL,16,56,8.98,8.98,8.06,10.27,12.45,14.87,2026-08-07,1.93,9.0,0.002,4.0,,,,,,,,,,,,,,,,,True,2026-08-03,2026-08-03,10.27,2.4,market,tp1_hit,14.37,24.35,0,0,21.16,12.03,1.45,0.15,market,-92.23,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-03,SPY,CALL,18,78,$751.88,749.22,747.11,754.57,761.33,769.78,2026-08-07,2.32,755.0,0.1066,4.0,,,,,,,,,,,,,,,,,True,2026-08-03,2026-08-03,754.57,5.58,market,tp1_hit,0.71,140.52,0,0,1.25,0.06,3.21,17.91,market,671.98,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-03,NVDA,CALL,20,69,$201.78,199.33,197.49,204.59,207.74,211.42,2026-08-07,2.38,202.5,0.2846,4.0,,,,,,,,,,,,,,,,,True,2026-08-03,2026-08-03,204.59,6.2,market,tp1_hit,2.64,160.5,0,0,4.72,1.24,12.36,21.56,market,805.88,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
2026-08-03,CRWV,CALL,19,75,79.96,79.96,78.12,82.53,85.19,88.88,2026-08-07,2.29,80.0,0.5693,4.0,,,,,,,,,,,,,,,,,True,2026-08-03,2026-08-03,82.53,7.92,market,tp1_hit,3.21,245.85,0,0,7.8,12.59,13.39,11.01,market,380.79,reliable,دخول + سعر سوق/ذاتي + بدون تناقض
